sku,supplier,ai_major_category_he,ai_major_category_slug,ai_subcategory_he,ai_subcategory_slug,ai_confidence
KR6401,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
KR8052,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.7
KR7530,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.95
KR540,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
KR8500,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.9
KR8047,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.7
1809,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.9
1720,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.95
1886,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.8
KR9230,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.9
1977,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.8
1332,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.9
OM6164,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.95
KR7559,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.95
598,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.4
KR701,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.9
KR5111,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1892,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.4
KR6916,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.9
1225,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
KR9141,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.95
1966,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR3101,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.95
SW625,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
1258,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.9
1800,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.4
2040,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.8
1453,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.9
1804,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.3
KR9315,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
KR2650,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.95
KR2920,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.9
KR6701,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
KR226,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
1991,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.95
2004,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.75
1828,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
KR7025,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.8
KR9373,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.95
KR6063,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
KR9467,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
KR4903,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.95
KR5812,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.85
KR9235,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.9
KR2520,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.85
KR1044,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.8
1840,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.95
KR225,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR3038,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.95
KR6060,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
1872,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.9
1851,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.85
KR5054,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR9656,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,משחקים ורוגע,games-leisure,0.9
1361,Comfort,יודאיקה ומתנות,judaica-gifts,יודאיקה,judaica,0.85
1924,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR9761,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.9
KR8925,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,משחקים ורוגע,games-leisure,0.85
KR9119,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.9
1248,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.9
KR9152,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.7
2030,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
KR9772,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
KR3045,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.9
KR7045,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.7
1775,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.8
1632,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.9
KR645,Kraus,כלי עבודה ושימוש,tools-utility,כלי עבודה ידניים,hand-tools,0.95
1005,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.75
KR7470,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.8
KR7550,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.9
1437,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
SW558,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
2008,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.9
KR430,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR4026,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.92
KR7935,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.9
1396,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR6728,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
KR715,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.9
1947,Comfort,כלי עבודה ושימוש,tools-utility,כלי עבודה ידניים,hand-tools,0.8
KR9420,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
2082,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
2098,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
1771,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.9
1411,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1428,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
1545,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.9
1664,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
2024,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.8
KR5364,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1684,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.85
KR9060,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.95
KR223,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR6905,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,משחקים ורוגע,games-leisure,0.7
2064,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
KR246,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
OM2077,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.95
KR6700,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
KR566,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.95
KR9775,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
KR9245,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.86
KR3250,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.9
2034,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.8
KR2025,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.9
1965,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.4
1234,Comfort,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.9
2044,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.8
1943,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.9
1397,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.75
KR254,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.9
GB121,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
KR2225,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.9
KR6420,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.85
KR5000,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR1127,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.7
GB870,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.95
KR9332,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.9
KR5905,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
2020,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.3
KR6771,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,משחקים ורוגע,games-leisure,0.8
KR3255,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.95
KR6510,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.7
1221,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.85
1249,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.9
SW640,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
KR6529,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR678,Kraus,כלי עבודה ושימוש,tools-utility,כלי מדידה,measuring-tools,0.9
KR916,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.85
1426,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1328,Comfort,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.95
1419,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.8
KR2921,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.8
1747,Comfort,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.9
KR9331,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.9
KR3035,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.7
KR2620,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.9
KR9151,Kraus,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.3
OM2055,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
2042,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.9
OM430,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.7
KR3280,Kraus,יודאיקה ומתנות,judaica-gifts,יודאיקה,judaica,0.95
OM2040,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
1313,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1149,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.8
GB700,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.85
KR293,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.86
KR6983,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.8
KR1040,Kraus,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.88
KR6721,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.9
KR9130,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.92
KR2611,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.88
3008,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.75
1601,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.8
KR6201,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.9
KR722,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.78
2091,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.85
KR571,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.9
KR9299,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.85
OM6300,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.88
1564,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.9
KR5116,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1968,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.9
KR711,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.8
1672,Comfort,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.98
1627,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.93
1311,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1590,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.85
KR650,Kraus,כלי עבודה ושימוש,tools-utility,כלי עבודה ידניים,hand-tools,0.95
KR9356,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
KR3227,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.98
1480,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.8
866,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.9
OM2350,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.97
KR9110,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.96
KR9548,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.95
KR7590,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.85
2015,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.9
KR9102,Kraus,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.3
KR3110,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.85
OM463,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.7
1441,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
1671,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
KR7620,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.8
KR5810,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
KR712,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.75
231,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.6
1554,Comfort,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.9
3019,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.85
1030,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
KR7560,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.85
KR3226,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.92
KR3036,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.9
KR7717,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.85
1944,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.9
1756,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.7
KR2218,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.9
1006,Comfort,יודאיקה ומתנות,judaica-gifts,יודאיקה,judaica,0.8
KR7333,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.85
KR3034,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.9
KR6900,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.92
969,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.88
KR9546,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
SN120,Kraus,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.3
KR3014,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.65
KR6913,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,משחקים ורוגע,games-leisure,0.9
KR923,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
1909,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
781,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
636,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR2150,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.95
KR299,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
KR4022,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.9
KR6719,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
KR9144,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.9
KR281,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
1964,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.95
KR9082,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.9
KR7979,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.8
KR9371,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
3031,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.85
KR9348,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.9
1754,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.8
KR2720,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.95
1501,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.75
1847,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.7
3030,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.9
KR6141,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
1754,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.8
KR628,Kraus,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.95
2100,Comfort,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.85
370,Comfort,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
1821,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.85
1973,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.6
KR9158,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.95
KR5811,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
SW1301,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.95
2002,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.3
KR6922,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,משחקים ורוגע,games-leisure,0.95
1347,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.8
1876,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR9456,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.8
KR7554,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.95
KR4041,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.9
1687,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.6
1970,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.9
KR7100,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.9
KR6021,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.85
KR805,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.8
1796,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.2
1486,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.9
2061,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.95
1704,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.8
KR4980,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.95
1280,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.9
OM2039,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.95
KR9376,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.95
KR6987,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.95
939,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1731,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.9
MI550,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
SW520,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1782,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.9
KR6979,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.95
1983,Comfort,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.8
KR8150,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.9
OM2019,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.9
KR9462,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.7
KR295,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.8
KR5500,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.96
KR4066,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.86
